time,palm_position_x,palm_position_y,palm_position_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_direction_x,palm_direction_y,palm_direction_z,hand_grab_angle,hand_grab_strength,hand_pinch_angle,hand_pinch_strength,thumb_extension,index_extension,middle_extension,ring_extension,pinky_extension,,time,palm_position_x,palm_position_y,palm_position_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_direction_x,palm_direction_y,palm_direction_z,hand_grab_angle,hand_grab_strength,hand_pinch_angle,hand_pinch_strength,thumb_extension,index_extension,middle_extension,ring_extension,pinky_extension,
1.238833,-16.101265,186.243561,19.010893,-0.187583,-0.933749,-0.304835,-0.241483,0.344659,-0.907136,2.007328,0,46.181438,0.92266,0,1,0,0,0,,2.552724,-26.313278,219.980774,12.473317,0.006593,-0.886034,-0.463574,-0.261855,0.445878,-0.855935,2.195038,0.022135,44.306904,0.771283,0,1,0,0,0,
1.28499,-16.650021,186.63327,19.719177,-0.183178,-0.931496,-0.314261,-0.248619,0.353173,-0.901919,1.921084,0,46.215233,0.931455,0,1,1,0,0,,2.587944,-26.116207,220.700836,14.172526,-0.008051,-0.875892,-0.482439,-0.264216,0.467173,-0.843765,2.432832,0.201768,48.608139,1,0,1,0,0,0,
1.300207,-16.663719,186.82692,19.385895,-0.178361,-0.930843,-0.318933,-0.249074,0.356285,-0.900568,1.880581,0,46.483959,0.946348,0,1,1,0,0,,2.602735,-26.25526,220.79126,14.149435,0.000247,-0.868334,-0.49598,-0.266252,0.478019,-0.837023,2.492733,0.188605,49.055611,1,0,1,0,0,0,
1.34424,-16.135391,187.215775,17.985569,-0.189427,-0.928849,-0.318366,-0.240778,0.358278,-0.902033,1.859334,0,47.436905,0.939075,0,1,1,0,0,,2.620396,-26.636044,220.821304,13.932018,0.016087,-0.861184,-0.508038,-0.270267,0.485445,-0.831444,2.506793,0.135101,48.842293,1,0,1,0,0,0,
1.36131,-15.317455,188.004868,17.405029,-0.202748,-0.927421,-0.314299,-0.236628,0.357854,-0.903298,1.831585,0,48.341728,0.951018,0,1,1,0,0,,2.638771,-26.801373,220.91333,13.781661,0.020555,-0.858072,-0.513119,-0.272049,0.489061,-0.828739,2.527594,0.12646,48.692471,1,0,1,0,0,0,
1.441321,-15.184929,189.498962,14.868949,-0.190041,-0.928982,-0.31761,-0.224897,0.356095,-0.906983,1.962838,0,48.949612,0.924943,0,1,1,0,0,,2.65481,-26.757172,221.182892,13.753563,0.019232,-0.85679,-0.515307,-0.272206,0.491446,-0.827276,2.539604,0.117935,48.686657,1,0,1,0,0,0,
1.453167,-15.735065,189.449799,14.637555,-0.17955,-0.931394,-0.316651,-0.225822,0.352309,-0.908231,2.00992,0,47.941463,0.909379,0,1,0,0,0,,2.681867,-26.695503,221.451721,13.69148,0.018554,-0.855785,-0.516998,-0.272345,0.493208,-0.82618,2.540858,0.107189,48.805855,1,0,1,0,0,0,
1.479466,-16.346588,189.204681,14.723394,-0.16543,-0.933141,-0.319188,-0.229399,0.351179,-0.907772,2.040219,0,46.655632,0.921684,0,1,0,0,0,,2.698372,-26.662884,221.779434,13.504991,0.017537,-0.855695,-0.517183,-0.272267,0.493628,-0.825955,2.548513,0.136462,48.761211,1,0,1,0,0,0,
1.490752,-16.728352,188.88089,14.761808,-0.159744,-0.935576,-0.314928,-0.2326,0.345715,-0.909054,2.040658,0.003653,45.920185,0.922524,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1.506434,-17.130714,188.527054,14.673896,-0.151836,-0.938192,-0.311034,-0.235094,0.339931,-0.910592,1.998928,0,45.807522,0.893893,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1.536904,-17.18679,188.431732,14.572074,-0.151783,-0.938563,-0.309937,-0.234801,0.338832,-0.911077,1.978823,0,46.151909,0.880414,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1.5621,-16.635044,187.852127,14.14478,-0.149235,-0.940496,-0.30528,-0.232247,0.333439,-0.913717,1.913905,0,46.082996,0.903436,0,1,1,0,0,,0.332724,-1.034191,247.999283,41.352394,0.030223,-0.873885,-0.485191,-0.106024,0.479872,-0.870909,0.688116,0,46.956188,0.858322,0,1,1,1,1,
1.57928,-15.81398,187.68985,13.789659,-0.152958,-0.940824,-0.302415,-0.228798,0.331415,-0.915323,1.888852,0,46.509739,0.909669,0,1,1,0,0,,0.90746,-2.44109,250.308517,39.883419,0.02303,-0.873697,-0.485926,-0.11575,0.480455,-0.869347,0.919304,0,50.280525,1,0,1,1,0,0,
1.602272,-15.22229,188.126923,13.977345,-0.154846,-0.940986,-0.300945,-0.226428,0.330314,-0.91631,1.87231,0,46.879375,0.939814,0,1,1,0,0,,0.912402,0.104439,257.65271,44.307922,-0.000853,-0.8274,-0.561613,-0.105419,0.558558,-0.822739,1.777454,0,49.258896,0.999335,0,1,1,0,0,
1.616302,-14.699821,188.586868,14.091912,-0.157753,-0.941452,-0.297964,-0.225114,0.328084,-0.917434,1.868164,0,47.01083,0.955951,0,1,1,0,0,,0.912534,0.458082,258.259674,44.219349,-0.007271,-0.821568,-0.570065,-0.103769,0.567622,-0.816724,1.808307,0,49.353939,1,0,1,1,0,0,
1.632243,-14.612785,189.113602,13.961483,-0.158603,-0.941918,-0.296031,-0.224593,0.326384,-0.918167,1.871636,0,47.024757,0.960525,0,1,1,0,0,,0.912758,0.289261,258.635559,44.227516,-0.000205,-0.812852,-0.58247,-0.105642,0.579229,-0.808291,1.839088,0,49.255501,1,0,1,1,0,0,
1.664003,-14.922195,189.479996,14.141971,-0.153843,-0.942808,-0.295711,-0.225669,0.32489,-0.918434,1.895141,0,47.136086,0.972543,0,1,1,0,0,,0.912869,-0.305943,259.245117,44.473602,0.011144,-0.799509,-0.600551,-0.107353,0.59616,-0.795656,1.871426,0,48.499405,1,0,1,0,0,0,
1.690696,-15.162292,189.404099,14.509231,-0.146612,-0.944279,-0.294689,-0.227865,0.322136,-0.918862,1.960463,0,46.856632,0.926404,0,1,1,0,0,,0.912977,-1.732189,259.388306,44.842468,0.042818,-0.78538,-0.617531,-0.114228,0.610196,-0.783973,1.943397,0,43.809498,1,0,1,0,0,0,
1.720997,-15.593235,189.040466,14.63643,-0.140477,-0.945965,-0.292261,-0.230509,0.318324,-0.91953,2.025354,0,46.553997,0.872618,0,1,0,0,0,,0.913079,-2.717529,259.024689,44.923405,0.057633,-0.776102,-0.627968,-0.128215,0.618051,-0.775612,2.128352,0,38.353752,0.962141,0,1,0,0,0,
1.751874,-16.032368,188.619705,14.456345,-0.135152,-0.947183,-0.290822,-0.233876,0.315717,-0.919579,2.044852,0,46.391121,0.844191,0,1,0,0,0,,0.913173,-2.852665,258.510651,45.649811,0.048218,-0.773942,-0.631418,-0.130257,0.621883,-0.772201,2.344335,0.220111,30.555,0.903345,0,0,0,0,0,
1.775357,-16.898308,188.112549,14.808548,-0.134998,-0.947243,-0.290698,-0.237447,0.315763,-0.918647,2.000008,0,46.980679,0.841841,0,1,1,0,0,,0.913262,-2.942234,257.852844,46.43174,0.041307,-0.778852,-0.625846,-0.134434,0.616352,-0.775911,2.43863,0.336007,24.310698,0.925835,0,0,0,0,0,
1.793871,-17.047531,188.080872,15.018873,-0.13792,-0.946646,-0.291271,-0.237899,0.317135,-0.918057,1.927739,0,46.813778,0.912999,0,1,1,0,0,,0.913365,-4.065666,256.643433,47.325073,0.053109,-0.783912,-0.618597,-0.157287,0.605172,-0.780402,2.473528,0.441736,23.118416,0.91996,0,0,0,0,0,
1.833893,-16.897842,188.361176,15.011645,-0.147147,-0.94497,-0.292198,-0.236322,0.320446,-0.917315,1.907667,0,47.181267,0.955724,0,1,1,0,0,,0.913465,-5.133724,256.227997,47.690052,0.053953,-0.784549,-0.617715,-0.169297,0.602473,-0.779978,2.470728,0.462235,22.531809,0.907103,0,0,0,0,0,
1.866378,-15.830837,189.083862,14.397235,-0.166479,-0.941227,-0.2939,-0.226091,0.326555,-0.917739,1.88569,0,48.197258,0.982362,0,1,1,0,0,,0.913562,-6.15155,256.319641,46.936111,0.051042,-0.78939,-0.611767,-0.177199,0.595687,-0.783427,2.303321,0.268978,24.508539,0.660314,0,0,0,0,0,
1.892237,-14.821098,190.078812,13.692385,-0.181667,-0.93899,-0.292052,-0.219907,0.328265,-0.918631,1.891052,0,48.730442,0.989503,0,1,1,0,0,,0.913656,-6.773602,256.34021,45.916622,0.06074,-0.787928,-0.612764,-0.185671,0.594264,-0.782545,2.143647,0.107731,23.300701,0.619961,0,1,0,0,0,
1.913852,-14.819862,190.290314,14.269758,-0.168124,-0.941664,-0.291552,-0.220684,0.32421,-0.919884,1.930699,0,48.158344,1,0,1,1,0,0,,0.913767,-7.400124,256.945129,44.971375,0.073958,-0.784569,-0.615614,-0.187594,0.59534,-0.781267,2.025692,0,22.641741,0.605658,0,1,1,0,0,
1.932941,-14.960739,189.953476,14.265131,-0.148836,-0.945412,-0.289903,-0.22406,0.317786,-0.921309,2.017722,0,46.336536,0.971783,0,1,0,0,0,,0.913858,-8.016754,257.922699,44.269005,0.080525,-0.782791,-0.617052,-0.186806,0.596242,-0.780769,1.918781,0,27.729622,0.631178,0,1,1,0,0,
1.945081,-15.123478,189.296097,14.546067,-0.132986,-0.948808,-0.286491,-0.228926,0.310648,-0.922546,2.048746,0,44.666851,0.980014,0,1,0,0,0,,0.913953,-8.420162,258.619049,43.665466,0.081076,-0.779594,-0.621016,-0.186072,0.600274,-0.777848,1.87782,0,30.510866,0.63236,0,1,1,0,0,
1.961882,-15.379223,188.522888,14.889922,-0.121961,-0.950099,-0.287119,-0.234331,0.308664,-0.921855,2.07529,0.020763,43.404938,0.994904,0,1,0,0,0,,0.914084,-8.54121,259.418945,43.283943,0.078119,-0.774798,-0.627364,-0.184649,0.607154,-0.772831,1.876768,0,30.858507,0.639826,0,1,1,0,0,
1.978453,-15.647785,187.82132,15.228433,-0.112841,-0.951998,-0.284548,-0.241067,0.304051,-0.921651,2.072331,0.03806,42.296364,1,0,1,0,0,0,,0.914798,-8.531689,260.045715,42.964039,0.076048,-0.773449,-0.62928,-0.184942,0.609215,-0.771138,1.877258,0,31.599949,0.647342,0,1,1,0,0,
1.995571,-15.788605,187.426239,15.33899,-0.114614,-0.952736,-0.281348,-0.241154,0.301427,-0.922489,2.04964,0.051044,42.270893,0.977947,0,1,0,0,0,,0.914883,-8.427101,260.548523,42.763069,0.073111,-0.77097,-0.632661,-0.185515,0.612775,-0.768174,1.893761,0,31.141661,0.64859,0,1,1,0,0,
2.011823,-15.864151,187.147781,15.177456,-0.115671,-0.953178,-0.279415,-0.239803,0.29978,-0.923378,2.016437,0.016338,43.066414,0.962659,0,1,1,0,0,,0.914985,-8.049324,261.655029,43.523296,0.060685,-0.761899,-0.644847,-0.184749,0.626301,-0.757373,1.99942,0,24.027605,0.726782,0,1,0,0,0,
2.031487,-15.532822,187.034027,14.742267,-0.119144,-0.952317,-0.280887,-0.234765,0.3019,-0.923981,1.951444,0,44.21405,0.993167,0,1,1,0,0,,0.915082,-8.185875,263.343658,45.439709,0.043286,-0.749277,-0.66084,-0.18629,0.643806,-0.742166,2.216061,0.184363,23.579058,0.706961,0,1,0,0,0,
2.046124,-15.03801,187.037689,14.291041,-0.12167,-0.951428,-0.28281,-0.230373,0.304216,-0.924327,1.922118,0,44.603008,1,0,1,1,0,0,,0.915452,-8.242653,264.639191,46.579479,0.019747,-0.74447,-0.667364,-0.188211,0.652792,-0.733784,2.367494,0.387743,24.636206,0.808573,0,0,0,0,0,
2.064738,-13.962963,187.337967,13.80724,-0.13807,-0.94938,-0.282159,-0.22146,0.307268,-0.925495,1.892977,0,45.997364,1,0,1,1,0,0,,0.915567,-8.127304,265.21756,47.308727,0.005501,-0.743976,-0.668184,-0.189547,0.655305,-0.731196,2.431685,0.496465,25.655519,0.899941,0,0,0,0,0,
2.080212,-13.309525,187.785889,13.488196,-0.150656,-0.947177,-0.283123,-0.21509,0.310937,-0.925772,1.8868,0,46.500565,1,0,1,1,0,0,,0.916218,-7.922089,265.280579,47.634327,-0.000943,-0.744071,-0.6681,-0.190376,0.656015,-0.730343,2.534955,0.682947,23.591541,1,0,0,0,0,0,
2.097157,-12.491661,188.47496,13.105861,-0.160806,-0.945033,-0.2847,-0.209631,0.314575,-0.925795,1.873094,0,47.272865,1,0,1,1,0,0,,0.916344,-7.719959,265.371857,47.615685,-0.008768,-0.743901,-0.668232,-0.190089,0.657312,-0.729251,2.590604,0.760542,21.289862,1,0,0,0,0,0,
2.114116,-12.055817,188.92128,12.813643,-0.165225,-0.942763,-0.289652,-0.203699,0.319976,-0.925269,1.879524,0,47.638432,1,0,1,1,0,0,,0.916458,-7.603355,265.32486,47.43129,-0.010565,-0.744032,-0.668061,-0.190133,0.657404,-0.729156,2.586961,0.750134,21.433529,1,0,0,0,0,0,
2.129324,-11.421673,189.090149,12.700943,-0.167728,-0.942074,-0.290455,-0.199963,0.321015,-0.925724,1.884788,0,47.65567,1,0,1,1,0,0,,0.928452,-7.679718,265.355774,47.285309,-0.011049,-0.744646,-0.667369,-0.19068,0.656731,-0.72962,2.557597,0.653673,23.508541,1,0,0,0,0,0,
2.146603,-11.099594,189.032516,12.891459,-0.165258,-0.94234,-0.291007,-0.195935,0.320552,-0.926745,1.900157,0,47.004723,1,0,1,1,0,0,,0.971702,-7.98222,265.599823,47.454041,-0.011367,-0.744463,-0.667567,-0.192263,0.656781,-0.72916,2.468313,0.569897,26.01008,0.992024,0,0,0,0,0,
2.162883,-11.186214,188.787582,13.522832,-0.154795,-0.944499,-0.289759,-0.196693,0.316886,-0.927845,1.920163,0,46.149242,1,0,1,1,0,0,,1.00437,-8.750748,266.047363,47.307343,-0.004489,-0.742196,-0.670168,-0.201449,0.657107,-0.726381,2.30698,0.345978,27.293882,0.77845,0,1,0,0,0,
2.180431,-11.386372,188.666031,13.765209,-0.139242,-0.946833,-0.290033,-0.198222,0.313609,-0.928632,1.964028,0,45.778152,0.997195,0,1,1,0,0,,1.044863,-9.591053,266.061035,46.818748,0.004536,-0.746819,-0.665012,-0.212035,0.64918,-0.730484,2.135079,0.135981,26.422808,0.585039,0,1,0,0,0,
2.205031,-11.465347,187.807083,13.924957,-0.120275,-0.950792,-0.285532,-0.196381,0.304723,-0.931975,2.037596,0,44.780441,0.954748,0,1,0,0,0,,1.053047,-10.422337,266.394409,46.422352,0.018888,-0.749555,-0.661672,-0.224167,0.641767,-0.733406,2.049562,0.015563,24.064705,0.583112,0,1,1,0,0,
